"region"	"materiale"	"behandling"	"nedstrømsløsning"	"Mengd (tonn) 2015"	"Mengd (tonn) 2016"	"Mengd (tonn) 2017"	"Mengd (tonn) 2018"	"Mengd (tonn) 2019"	"Mengd (tonn) 2020"	"Mengd (tonn) 2021"	"Mengd (tonn) 2022"	"Mengd (tonn) 2023"	"Mengd (tonn) 2024"
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	9705.0	13354.0	15931.0	12998.0	13084.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Forbrenning"	"I alt"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	0.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Deponi"	"I alt"	.	.	.	.	.	18952.0	21333.0	23037.0	20894.0	17654.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	18952.0	21333.0	23037.0	20894.0	17654.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Annet"	"I alt"	.	.	.	.	.	12.0	0.0	0.0	0.0	9.0
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.14 Forurensede/ lett forurensede masser"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	12.0	0.0	0.0	0.0	9.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"i alt"	"I alt"	.	.	.	.	.	16307.0	18233.0	16994.0	16902.0	16026.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	16307.0	18233.0	16994.0	16902.0	16026.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	13884.0	16055.0	15061.0	15211.0	14112.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	13884.0	16055.0	15061.0	15211.0	14112.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Forbrenning"	"I alt"	.	.	.	.	.	0.0	65.0	187.0	103.0	125.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	0.0	65.0	187.0	103.0	125.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Deponi"	"I alt"	.	.	.	.	.	2232.0	2104.0	1746.0	1588.0	1789.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	2232.0	2104.0	1746.0	1588.0	1789.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Annet"	"I alt"	.	.	.	.	.	191.0	9.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.15 Gips"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	191.0	9.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"i alt"	"I alt"	.	.	.	.	.	3697.0	4071.0	3661.0	3679.0	3532.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"i alt"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	3697.0	4071.0	3661.0	3679.0	3532.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	3148.0	3566.0	2999.0	3345.0	3076.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	3148.0	3566.0	2999.0	3345.0	3076.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Forbrenning"	"I alt"	.	.	.	.	.	395.0	451.0	610.0	290.0	411.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	395.0	451.0	610.0	290.0	411.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Deponi"	"I alt"	.	.	.	.	.	97.0	5.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	97.0	5.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Annet"	"I alt"	.	.	.	.	.	57.0	49.0	52.0	44.0	45.0
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.16 Bildekk"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	57.0	49.0	52.0	44.0	45.0
