"region"	"materiale"	"behandling"	"nedstrømsløsning"	"Mengd (tonn) 2015"	"Mengd (tonn) 2016"	"Mengd (tonn) 2017"	"Mengd (tonn) 2018"	"Mengd (tonn) 2019"	"Mengd (tonn) 2020"	"Mengd (tonn) 2021"	"Mengd (tonn) 2022"	"Mengd (tonn) 2023"	"Mengd (tonn) 2024"
"EAK Landet"	"2.16 Bildekk"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	3389.0	3798.0	3263.0	3541.0	3292.0
"EAK Landet"	"2.16 Bildekk"	"Forbrenning"	"I alt"	.	.	.	.	.	395.0	451.0	610.0	290.0	411.0
"EAK Landet"	"2.16 Bildekk"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	395.0	451.0	610.0	290.0	411.0
"EAK Landet"	"2.16 Bildekk"	"Deponi"	"I alt"	.	.	.	.	.	97.0	5.0	0.0	0.0	0.0
"EAK Landet"	"2.16 Bildekk"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	97.0	5.0	0.0	0.0	0.0
"EAK Landet"	"2.16 Bildekk"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Annet"	"I alt"	.	.	.	.	.	57.0	49.0	52.0	44.0	45.0
"EAK Landet"	"2.16 Bildekk"	"Annet"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAK Landet"	"2.16 Bildekk"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	57.0	49.0	52.0	44.0	45.0
"EAKUO Landet uten Oslo"	"0 I alt"	"i alt"	"I alt"	2067125.3	2059189.0	2036706.2	2027225.3	2065532.8	2211756.0	2127993.0	1925774.0	1886687.0	1774685.0
"EAKUO Landet uten Oslo"	"0 I alt"	"i alt"	"Henteordning"	.	.	.	.	.	1123040.0	1117561.0	1054748.0	1007058.0	929550.0
"EAKUO Landet uten Oslo"	"0 I alt"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	1088716.0	1010432.0	871026.0	879629.0	845135.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Materialgjenvinning"	"I alt"	472908.2	481917.5	492849.6	493049.1	509419.9	587941.0	584121.0	531017.0	517414.0	498111.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	289635.0	287720.0	262762.0	242353.0	223353.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	298306.0	296401.0	268255.0	275061.0	274758.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Forbrenning"	"I alt"	1194740.7	1196219.9	1157228.0	1119718.8	1114098.3	1155601.0	1105123.0	986620.0	943380.0	862532.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Forbrenning"	"Henteordning"	.	.	.	.	.	634675.0	619955.0	581589.0	547137.0	492368.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	520926.0	485168.0	405031.0	396243.0	370164.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Deponi"	"I alt"	60654.3	58068.2	65098.7	82082.8	93738.7	119533.0	79899.0	67681.0	66222.0	65756.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Deponi"	"Henteordning"	.	.	.	.	.	2062.0	6827.0	1430.0	4.0	0.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	117471.0	73072.0	66251.0	66218.0	65756.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Biogassproduksjon"	"I alt"	77688.6	87903.5	90553.7	103614.9	142048.3	137192.0	144624.0	141252.0	154767.0	157891.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	137128.0	144599.0	141229.0	153611.0	157889.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	64.0	25.0	23.0	1156.0	2.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Kompostering"	"I alt"	230367.2	213002.2	210255.4	213792.4	190733.2	192015.0	199636.0	172664.0	188521.0	176117.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Kompostering"	"Henteordning"	.	.	.	.	.	49701.0	50107.0	47524.0	54022.0	45779.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	142314.0	149529.0	125140.0	134499.0	130338.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Annet"	"I alt"	30766.3	22077.8	20720.8	14967.4	15494.4	19474.0	14590.0	26540.0	16383.0	14278.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Annet"	"Henteordning"	.	.	.	.	.	9839.0	8353.0	20214.0	9931.0	10161.0
"EAKUO Landet uten Oslo"	"0 I alt"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	9635.0	6237.0	6326.0	6452.0	4117.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"i alt"	"I alt"	879577.3	874457.9	841992.8	824364.3	803969.0	861546.0	825737.0	777719.0	749303.0	678012.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"i alt"	"Henteordning"	.	.	.	.	.	636171.0	611729.0	582770.0	555224.0	496826.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	225375.0	214008.0	194949.0	194079.0	181186.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Materialgjenvinning"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Forbrenning"	"I alt"	858359.0	859013.6	821001.4	808184.5	787329.4	823879.0	805610.0	750949.0	730794.0	660192.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	626459.0	599653.0	563378.0	545882.0	486977.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	197420.0	205957.0	187571.0	184912.0	173215.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Deponi"	"I alt"	16139.7	12376.0	14778.3	11390.7	11822.1	27172.0	11487.0	5391.0	7054.0	7221.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Deponi"	"Henteordning"	.	.	.	.	.	1335.0	4602.0	1336.0	4.0	0.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	25837.0	6885.0	4055.0	7050.0	7221.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Annet"	"I alt"	5078.6	3068.3	6213.1	4789.2	4817.5	10495.0	8640.0	21379.0	11455.0	10599.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Annet"	"Henteordning"	.	.	.	.	.	8377.0	7474.0	18056.0	9338.0	9849.0
"EAKUO Landet uten Oslo"	"1 Restavfall"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	2118.0	1166.0	3323.0	2117.0	750.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"i alt"	"I alt"	1187548.0	1184731.2	1194713.4	1202861.0	1261563.8	1350210.0	1302256.0	1148055.0	1137384.0	1096673.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"i alt"	"Henteordning"	.	.	.	.	.	486869.0	505832.0	471978.0	451834.0	432724.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	863341.0	796424.0	676077.0	685550.0	663949.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Materialgjenvinning"	"I alt"	472908.2	481917.5	492849.6	493049.1	509419.9	587941.0	584121.0	531017.0	517414.0	498111.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	289635.0	287720.0	262762.0	242353.0	223353.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	298306.0	296401.0	268255.0	275061.0	274758.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Forbrenning"	"I alt"	336381.7	337206.3	336226.6	311534.3	326768.9	331722.0	299513.0	235671.0	212586.0	202340.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Forbrenning"	"Henteordning"	.	.	.	.	.	8216.0	20302.0	18211.0	1255.0	5391.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	323506.0	279211.0	217460.0	211331.0	196949.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Deponi"	"I alt"	44514.6	45692.1	50320.4	70692.1	81916.6	92361.0	68412.0	62290.0	59168.0	58535.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Deponi"	"Henteordning"	.	.	.	.	.	727.0	2225.0	94.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	91634.0	66187.0	62196.0	59168.0	58535.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Biogassproduksjon"	"I alt"	77688.6	87903.5	90553.7	103614.9	142048.3	137192.0	144624.0	141252.0	154767.0	157891.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	137128.0	144599.0	141229.0	153611.0	157889.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	64.0	25.0	23.0	1156.0	2.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Kompostering"	"I alt"	230367.2	213002.2	210255.4	213792.4	190733.2	192015.0	199636.0	172664.0	188521.0	176117.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Kompostering"	"Henteordning"	.	.	.	.	.	49701.0	50107.0	47524.0	54022.0	45779.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	142314.0	149529.0	125140.0	134499.0	130338.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Annet"	"I alt"	25687.7	19009.5	14507.8	10178.2	10676.9	8979.0	5950.0	5161.0	4928.0	3679.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Annet"	"Henteordning"	.	.	.	.	.	1462.0	879.0	2158.0	593.0	312.0
"EAKUO Landet uten Oslo"	"2 Utsortert"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	7517.0	5071.0	3003.0	4335.0	3367.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"i alt"	"I alt"	238410.3	231246.3	222608.2	212041.7	205370.7	204137.0	196406.0	179770.0	167905.0	151404.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"i alt"	"Henteordning"	.	.	.	.	.	171733.0	163861.0	149754.0	137475.0	122334.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	32404.0	32545.0	30016.0	30430.0	29070.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Materialgjenvinning"	"I alt"	236523.3	229477.0	220928.5	211076.2	204447.3	202524.0	195385.0	178293.0	167033.0	149805.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	170193.0	162940.0	148369.0	136616.0	121251.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	32331.0	32445.0	29924.0	30417.0	28554.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Forbrenning"	"I alt"	1887.0	1501.0	1370.0	785.3	646.0	1274.0	912.0	818.0	872.0	1584.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Forbrenning"	"Henteordning"	.	.	.	.	.	1211.0	855.0	726.0	859.0	1068.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	63.0	57.0	92.0	13.0	516.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Annet"	"I alt"	0.0	268.3	309.8	180.3	277.4	339.0	109.0	659.0	0.0	15.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Annet"	"Henteordning"	.	.	.	.	.	329.0	66.0	659.0	0.0	15.0
"EAKUO Landet uten Oslo"	"2.01 Papp"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	10.0	43.0	0.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"i alt"	"I alt"	51671.2	53670.5	56522.6	60996.2	64046.0	71152.0	71265.0	68947.0	66156.0	63812.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"i alt"	"Henteordning"	.	.	.	.	.	64773.0	65405.0	65536.0	62014.0	60611.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	6379.0	5860.0	3411.0	4142.0	3201.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Materialgjenvinning"	"I alt"	51296.1	53310.2	56396.8	60946.2	63973.6	70661.0	70977.0	68345.0	66078.0	63570.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	64579.0	65287.0	65103.0	61946.0	60369.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	6082.0	5690.0	3242.0	4132.0	3201.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Forbrenning"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Annet"	"I alt"	375.1	360.3	125.7	50.1	72.4	491.0	288.0	602.0	78.0	242.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Annet"	"Henteordning"	.	.	.	.	.	194.0	118.0	433.0	68.0	242.0
"EAKUO Landet uten Oslo"	"2.02 Glass"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	297.0	170.0	169.0	10.0	0.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"i alt"	"I alt"	34362.2	35915.5	40079.0	42399.6	47697.7	53703.0	57783.0	48160.0	46633.0	44572.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"i alt"	"Henteordning"	.	.	.	.	.	43118.0	45775.0	38866.0	34954.0	33085.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	10585.0	12008.0	9294.0	11679.0	11487.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Materialgjenvinning"	"I alt"	32746.2	34460.4	38721.7	41313.6	42910.6	48908.0	51829.0	44614.0	45783.0	43438.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	40582.0	40969.0	36299.0	34831.0	32682.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	8326.0	10860.0	8315.0	10952.0	10756.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Forbrenning"	"I alt"	1562.0	1374.9	1310.9	1052.5	4064.0	4639.0	5882.0	3416.0	826.0	1106.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Forbrenning"	"Henteordning"	.	.	.	.	.	2482.0	4734.0	2455.0	123.0	397.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	2157.0	1148.0	961.0	703.0	709.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Annet"	"I alt"	54.0	80.3	46.3	33.4	723.1	156.0	72.0	130.0	24.0	28.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Annet"	"Henteordning"	.	.	.	.	.	54.0	72.0	112.0	0.0	6.0
"EAKUO Landet uten Oslo"	"2.03 Plast"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	102.0	0.0	18.0	24.0	22.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"i alt"	"I alt"	78757.6	83705.0	85355.7	89820.3	94381.6	104491.0	95281.0	83783.0	80571.0	80218.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"i alt"	"Henteordning"	.	.	.	.	.	11830.0	11183.0	10259.0	7708.0	7891.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	92661.0	84098.0	73524.0	72863.0	72327.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Materialgjenvinning"	"I alt"	78696.0	83344.9	84978.3	89777.0	94320.7	104120.0	95271.0	83719.0	80571.0	80218.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	11823.0	11175.0	10197.0	7708.0	7891.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	92297.0	84096.0	73522.0	72863.0	72327.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Forbrenning"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Annet"	"I alt"	61.6	360.1	377.4	43.3	60.9	371.0	10.0	64.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Annet"	"Henteordning"	.	.	.	.	.	7.0	8.0	62.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.04 Metaller"	"Annet"	"Gjenvinningsstasjon"	.	.	.	.	.	364.0	2.0	2.0	0.0	0.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"i alt"	"I alt"	44608.2	46015.0	46174.4	45957.7	46042.9	48915.0	47773.0	45216.0	43322.0	40601.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"i alt"	"Henteordning"	.	.	.	.	.	1885.0	1582.0	2044.0	863.0	991.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"i alt"	"Gjenvinningsstasjon"	.	.	.	.	.	47030.0	46191.0	43172.0	42459.0	39610.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Materialgjenvinning"	"I alt"	42708.1	44724.9	45452.8	45911.9	45169.4	48529.0	47715.0	44816.0	43074.0	40313.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Materialgjenvinning"	"Henteordning"	.	.	.	.	.	1873.0	1548.0	1932.0	863.0	991.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Materialgjenvinning"	"Gjenvinningsstasjon"	.	.	.	.	.	46656.0	46167.0	42884.0	42211.0	39322.0
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Forbrenning"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Forbrenning"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Forbrenning"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Deponi"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Deponi"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Deponi"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Biogassproduksjon"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Biogassproduksjon"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Biogassproduksjon"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Kompostering"	"I alt"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Kompostering"	"Henteordning"	.	.	.	.	.	.	.	.	.	.
"EAKUO Landet uten Oslo"	"2.05 EE- avfall"	"Kompostering"	"Gjenvinningsstasjon"	.	.	.	.	.	.	.	.	.	.
