"statistikkvariabel"	"region"	"fagutdanning"	"sektor"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"
"Sysselsatte"	"K.4627 Askøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	13	17	16	22	23	20	23	24	30	30	28	27	27	27	26	26	25
"Sysselsatte"	"K.4627 Askøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4627 Askøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4627 Askøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	3	0	3	0	0	0	0	0	3	3
"Sysselsatte"	"K.4627 Askøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4628 Vaksdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	3	..	..	..	..	..	0	3	0	0	0	3	3	3	3	0
"Sysselsatte"	"K.4628 Vaksdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4628 Vaksdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4628 Vaksdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4628 Vaksdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4629 Modalen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	0	0	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4629 Modalen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4629 Modalen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4629 Modalen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4629 Modalen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4630 Osterøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	6	4	6	7	6	6	7	8	6	6	5	8	6	6	5	5
"Sysselsatte"	"K.4630 Osterøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4630 Osterøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4630 Osterøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4630 Osterøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4631 Alver"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	19	22	21	23	23	26	24	30	28	29	24	30	26	27	28	33	35
"Sysselsatte"	"K.4631 Alver"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4631 Alver"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4631 Alver"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	..	..	..	..	..	0	0	0	3	0	3	0	0	0	0
"Sysselsatte"	"K.4631 Alver"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4632 Austrheim"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	3	3	3	0	0	3	3	0	3	3	3	3	3
"Sysselsatte"	"K.4632 Austrheim"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4632 Austrheim"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4632 Austrheim"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4632 Austrheim"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4633 Fedje"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	0	0	0	0	0	3	3	0	0
"Sysselsatte"	"K.4633 Fedje"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4633 Fedje"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4633 Fedje"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4633 Fedje"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4634 Masfjorden"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	3	0	3	3	3	3	3	0	0
"Sysselsatte"	"K.4634 Masfjorden"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4634 Masfjorden"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4634 Masfjorden"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4634 Masfjorden"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4635 Gulen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	3	3	3	3	0	3	3	3
"Sysselsatte"	"K.4635 Gulen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4635 Gulen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4635 Gulen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4635 Gulen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4636 Solund"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	0	0	3	0	0	0	3	0	0
"Sysselsatte"	"K.4636 Solund"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4636 Solund"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4636 Solund"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4636 Solund"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4637 Hyllestad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	3	3	0	0	0	0	0	3	0
"Sysselsatte"	"K.4637 Hyllestad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4637 Hyllestad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4637 Hyllestad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4637 Hyllestad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4638 Høyanger"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	4	3	4	4	5	4	4	5	5	5	6	7	9	4	4	4
"Sysselsatte"	"K.4638 Høyanger"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4638 Høyanger"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4638 Høyanger"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4638 Høyanger"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4639 Vik"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	3	4	..	3	3	3	3	0	0	3	3	0	3	3	3	3
"Sysselsatte"	"K.4639 Vik"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4639 Vik"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4639 Vik"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4639 Vik"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4640 Sogndal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	17	18	20	17	17	18	16	17	16	15
"Sysselsatte"	"K.4640 Sogndal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4640 Sogndal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4640 Sogndal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4640 Sogndal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4641 Aurland"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	0	0	3	3	3	3	3	0	3
"Sysselsatte"	"K.4641 Aurland"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4641 Aurland"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4641 Aurland"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4641 Aurland"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4642 Lærdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	0	0	0	0	3	3	0	0
"Sysselsatte"	"K.4642 Lærdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4642 Lærdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	10	9	9	8	8	12	11	11	9	12	8	12	13	12	11	12	11
"Sysselsatte"	"K.4642 Lærdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4642 Lærdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4643 Årdal"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	3	3	3	4	3	5	5	4	5	5	5	4	5
"Sysselsatte"	"K.4643 Årdal"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4643 Årdal"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4643 Årdal"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	0	0	0	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4643 Årdal"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4644 Luster"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	7	5	5	5	7	6	6	6	6	6	5	7	9	7	7	6
"Sysselsatte"	"K.4644 Luster"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4644 Luster"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4644 Luster"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4644 Luster"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4645 Askvoll"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	0	..	..	3	3	3	3	3	0	5	5	4	4	3	0
"Sysselsatte"	"K.4645 Askvoll"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4645 Askvoll"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4645 Askvoll"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4645 Askvoll"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4646 Fjaler"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	3	3	3	3	3	3	3	3	3
"Sysselsatte"	"K.4646 Fjaler"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4646 Fjaler"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4646 Fjaler"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4646 Fjaler"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4647 Sunnfjord"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	25	23	27	21	24	22	23	21	21	23
"Sysselsatte"	"K.4647 Sunnfjord"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4647 Sunnfjord"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	31	32	29	30	31	38	36	32	31	31	32	28	35	34	31	33	29
"Sysselsatte"	"K.4647 Sunnfjord"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4647 Sunnfjord"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4648 Bremanger"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	..	..	..	..	..	..	3	3	3	3	3	3	3	3	3	0
"Sysselsatte"	"K.4648 Bremanger"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4648 Bremanger"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4648 Bremanger"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4648 Bremanger"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4649 Stad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	6	6	7	6	7	5	5	6	6	9	9	9	11	15
"Sysselsatte"	"K.4649 Stad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4649 Stad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	12	11	11	12	11	10	9	10	10	11	12	12	15	11	12	12	13
"Sysselsatte"	"K.4649 Stad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4649 Stad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4650 Gloppen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	3	3	3	5	4	3	4	4	3	5	5	7	7	7	9	8
"Sysselsatte"	"K.4650 Gloppen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4650 Gloppen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4650 Gloppen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4650 Gloppen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4651 Stryn"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	5	4	5	4	5	4	7	7	5	8	7	8	8	10	8	6
"Sysselsatte"	"K.4651 Stryn"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4651 Stryn"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4651 Stryn"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.4651 Stryn"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1505 Kristiansund"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	16	15	15	14	12	14	12	13	15	12	11	10	13	15	19	20	18
"Sysselsatte"	"K.1505 Kristiansund"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1505 Kristiansund"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	20	20	18	21	20	19	22	23	22	20	19	19	18	15	20	11	10
"Sysselsatte"	"K.1505 Kristiansund"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	0	..	..	..	0	0	0	0	0	0	0	0	0	3	0
"Sysselsatte"	"K.1505 Kristiansund"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1506 Molde"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	6	6	9	3	6	27	25	33	31	33
"Sysselsatte"	"K.1506 Molde"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1506 Molde"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	23	27	26	29	26	26	25	22	23	26	27	21	21	32	32	37	40
"Sysselsatte"	"K.1506 Molde"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	..	..	..	0	0	3	3	0	0	0	0	0	3
"Sysselsatte"	"K.1506 Molde"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1508 Ålesund"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	48	49	49	54	58	78	73	76	76	64
"Sysselsatte"	"K.1508 Ålesund"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1508 Ålesund"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	48	..	50	54	56	62	64	68	67	66	63	63	63	63	65	66	64
"Sysselsatte"	"K.1508 Ålesund"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	3	4	3	..	5	..	..	4	4	3	3	3	3	3	3	0	0
"Sysselsatte"	"K.1508 Ålesund"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1511 Vanylven"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	5	3	..	..	..	..	3	5	4	4	4	3	0	4	3	5
"Sysselsatte"	"K.1511 Vanylven"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1511 Vanylven"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1511 Vanylven"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1511 Vanylven"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1514 Sande (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	0	0	3	3	3	3	3	3	3
"Sysselsatte"	"K.1514 Sande (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1514 Sande (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1514 Sande (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1514 Sande (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1515 Herøy (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	7	7	7	5	6	8	7	6	9	9	8	8	11	8	8	8
"Sysselsatte"	"K.1515 Herøy (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1515 Herøy (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1515 Herøy (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.1515 Herøy (Møre og Romsdal)"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1516 Ulstein"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	7	9	8	7	9	8	10	11	10	8	9	9	10	11	11	11
"Sysselsatte"	"K.1516 Ulstein"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1516 Ulstein"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"Sysselsatte"	"K.1516 Ulstein"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
