"statistikkvariabel"	"region"	"fagutdanning"	"sektor"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"
"Sysselsatte"	"K.1867 Bø"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1868 Øksnes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	4	3	3	4	4	3	3	4	3	0	3	3	3	3	3	3
"Sysselsatte"	"K.1868 Øksnes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1868 Øksnes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1868 Øksnes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1868 Øksnes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1870 Sortland - Suortá"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	8	8	8	7	8	8	8	8	7	6	8	7	6	8	11	11	10
"Sysselsatte"	"K.1870 Sortland - Suortá"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1870 Sortland - Suortá"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
"Sysselsatte"	"K.1870 Sortland - Suortá"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	..	0	0	0	0	0	0	3	0	0	0
"Sysselsatte"	"K.1870 Sortland - Suortá"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1871 Andøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	5	5	5	5	5	5	5	6	5	4	5	6	5	4	4	4
"Sysselsatte"	"K.1871 Andøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1871 Andøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1871 Andøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1871 Andøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1874 Moskenes"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	0	..	..	0	..	..	..	0	0	0	3	0	3	0	3	0	0
"Sysselsatte"	"K.1874 Moskenes"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1874 Moskenes"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	..	..	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1874 Moskenes"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1874 Moskenes"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1875 Hábmer - Hamarøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1875 Hábmer - Hamarøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1875 Hábmer - Hamarøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"Sysselsatte"	"K.1875 Hábmer - Hamarøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.1875 Hábmer - Hamarøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5501 Tromsø"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	63	56	60	59	64	61	58	60	64	62	63	63	59	70	71	66	62
"Sysselsatte"	"K.5501 Tromsø"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5501 Tromsø"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	81	87	87	92	90	92	88	85	79	74	76	71	73	73	62	63	68
"Sysselsatte"	"K.5501 Tromsø"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	3	3	..	..	..	5	4	4	3	5	6	6	4	5	5	0	6
"Sysselsatte"	"K.5501 Tromsø"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5503 Harstad - Hárstták"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	22	20	21	20	18	18	17	19	20	27	22	21	19
"Sysselsatte"	"K.5503 Harstad - Hárstták"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5503 Harstad - Hárstták"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	16	19	19	20	18	24	21	22	19	22	27	20	22	22	24	21	22
"Sysselsatte"	"K.5503 Harstad - Hárstták"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	5	5	5	5	5	5	5	5	4	4	3	4	3	3	3	0	0
"Sysselsatte"	"K.5503 Harstad - Hárstták"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5510 Kvæfjord"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	3	3
"Sysselsatte"	"K.5510 Kvæfjord"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5510 Kvæfjord"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5510 Kvæfjord"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5510 Kvæfjord"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5512 Dielddanuorri - Tjeldsund"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	6	7	6	6	6	5	5	4	4	4
"Sysselsatte"	"K.5512 Dielddanuorri - Tjeldsund"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5512 Dielddanuorri - Tjeldsund"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5512 Dielddanuorri - Tjeldsund"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5512 Dielddanuorri - Tjeldsund"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5514 Ibestad"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	0	0	0	..	..	..	0	0	3	3	3	3	0	3	0	0
"Sysselsatte"	"K.5514 Ibestad"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5514 Ibestad"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5514 Ibestad"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5514 Ibestad"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5516 Gratangen - Rivtták"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5516 Gratangen - Rivtták"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5516 Gratangen - Rivtták"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5516 Gratangen - Rivtták"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	..	..	..	..	..	0	0	0	3	3	0	0	0	0	0
"Sysselsatte"	"K.5516 Gratangen - Rivtták"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5518 Loabák - Lavangen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5518 Loabák - Lavangen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5518 Loabák - Lavangen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5518 Loabák - Lavangen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5518 Loabák - Lavangen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5520 Bardu"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	4	5	5	4	4	5	4	4	6	4	5	4	4	4	4	4
"Sysselsatte"	"K.5520 Bardu"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5520 Bardu"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5520 Bardu"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5520 Bardu"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5522 Salangen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	..	..	4	5	5	5	5	3	0	3	3	3	3	3	3
"Sysselsatte"	"K.5522 Salangen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5522 Salangen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5522 Salangen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5522 Salangen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5524 Målselv"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	5	5	4	6	6	6	6	5	6	9	7	7	7	4	5	9
"Sysselsatte"	"K.5524 Målselv"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5524 Målselv"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5524 Målselv"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	..	..	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5524 Målselv"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5526 Sørreisa"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	3	3	..	..	..	3	0	3	3	3	3	3	3	3	3
"Sysselsatte"	"K.5526 Sørreisa"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5526 Sørreisa"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5526 Sørreisa"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5526 Sørreisa"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5528 Dyrøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	0	0	..	0	..	..	..	0	3	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5528 Dyrøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5528 Dyrøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5528 Dyrøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5528 Dyrøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5530 Senja"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	22	22	21	20	17	18	16	19	14	20
"Sysselsatte"	"K.5530 Senja"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5530 Senja"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	0	0	0	0	0	..	0	0	3	0	3	3	4	3	4	4
"Sysselsatte"	"K.5530 Senja"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5530 Senja"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5532 Balsfjord"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	5	5	5	5	6	5	5	5	4	3	3	3	0	3	0	3	3
"Sysselsatte"	"K.5532 Balsfjord"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5532 Balsfjord"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	..	..	..	..	..	..	..	0	0	0	0	0	3	0	3	3	0
"Sysselsatte"	"K.5532 Balsfjord"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5532 Balsfjord"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5534 Karlsøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	3	..	..	0	3	3	3	3	3	0	0	0	3
"Sysselsatte"	"K.5534 Karlsøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5534 Karlsøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5534 Karlsøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5534 Karlsøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5536 Lyngen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	3	3	3	3	4	5	5	5	5	5	5	5	6	6
"Sysselsatte"	"K.5536 Lyngen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5536 Lyngen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5536 Lyngen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5536 Lyngen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5538 Storfjord - Omasvuotna - Omasvuono"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	3	3	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5538 Storfjord - Omasvuotna - Omasvuono"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5538 Storfjord - Omasvuotna - Omasvuono"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5538 Storfjord - Omasvuotna - Omasvuono"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	..	..	..	..	3	3	3	3	0	3	0	3	3	0
"Sysselsatte"	"K.5538 Storfjord - Omasvuotna - Omasvuono"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5540 Gáivuotna - Kåfjord - Kaivuono"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	0	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5540 Gáivuotna - Kåfjord - Kaivuono"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5540 Gáivuotna - Kåfjord - Kaivuono"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5540 Gáivuotna - Kåfjord - Kaivuono"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5540 Gáivuotna - Kåfjord - Kaivuono"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5542 Skjervøy"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	3	3	..	..	..	..	..	3	0	0	0	0	0	3	3	3	0
"Sysselsatte"	"K.5542 Skjervøy"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5542 Skjervøy"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5542 Skjervøy"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5542 Skjervøy"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5544 Nordreisa - Ráisa - Raisi"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	10	11	9	9	10	9	10	11	8	7	5	6	7	8	8	12	11
"Sysselsatte"	"K.5544 Nordreisa - Ráisa - Raisi"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5544 Nordreisa - Ráisa - Raisi"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5544 Nordreisa - Ráisa - Raisi"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	..	..	..	0	0	0	0	0	0	0	0	0	0	3	3	3
"Sysselsatte"	"K.5544 Nordreisa - Ráisa - Raisi"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5546 Kvænangen"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	..	..	..	..	0	0	0	3	3	0	0	0	0	3
"Sysselsatte"	"K.5546 Kvænangen"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5546 Kvænangen"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3
"Sysselsatte"	"K.5546 Kvænangen"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5546 Kvænangen"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5601 Alta"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	19	15	16	20	19	18	20	17	23	20	19	12	13	17	16	14	13
"Sysselsatte"	"K.5601 Alta"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5601 Alta"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	3	3	3	3	3	3	3	3	3	3	3	12	11	12	13	16	16
"Sysselsatte"	"K.5601 Alta"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	..	..	..	3	..	3	..	3	3	0	3	0	3	0	0	3	3
"Sysselsatte"	"K.5601 Alta"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5603 Hammerfest - Hámmerfeasta"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	..	..	..	8	10	9	..	9	10	11	10	10	14	14	16	19	18
"Sysselsatte"	"K.5603 Hammerfest - Hámmerfeasta"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5603 Hammerfest - Hámmerfeasta"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	19	15	15	18	18	18	18	19	26	18	20	23	19	14	15	10	10
"Sysselsatte"	"K.5603 Hammerfest - Hámmerfeasta"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5603 Hammerfest - Hámmerfeasta"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5605 Sør-Varanger"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	6	6	6	7	8	8	7	7	7	7	7	7	7	6	8	8	7
"Sysselsatte"	"K.5605 Sør-Varanger"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5605 Sør-Varanger"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	12	13	7	13	16	13	13	10	11	14	13	17	16	12	15	14	15
"Sysselsatte"	"K.5605 Sør-Varanger"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
"Sysselsatte"	"K.5605 Sør-Varanger"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5607 Vadsø"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	8	6	8	10	8	7	6	6	6	5	6	5	7	7	7	5	5
"Sysselsatte"	"K.5607 Vadsø"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5607 Vadsø"	"Helsesykepleier og jordmor"	"Statsforvaltningen"	0	0	0	0	..	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5607 Vadsø"	"Helsesykepleier og jordmor"	"Privat sektor og offentlige foretak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5607 Vadsø"	"Helsesykepleier og jordmor"	"Uoppgitt"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sysselsatte"	"K.5610 Kárásjohka - Karasjok"	"Helsesykepleier og jordmor"	"Kommuneforvaltningen"	4	..	..	..	..	..	3	3	3	3	3	3	0	0	3	3	3
"Sysselsatte"	"K.5610 Kárásjohka - Karasjok"	"Helsesykepleier og jordmor"	"Fylkeskommunal forvaltning"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
