spilleliste,spilleliste_id,artist,artist_id,album,album_id,sang,sang_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Jerry Lee Lewis,2zyz0VJqrDXeFDIyrfVXSo,Original Golden Hits,2l6d0Lf6sxEISNuitIt2wV,As Long As I Live,2o5TdcjtekHpkb4xv8MSl2,0.292,0.642,0.294,0.000843,5.0,0.136,-19.497,1.0,0.0358,85.386,0.917
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Billie Holliday,0zmGhyIYh4HQBOavXAsPiK,Found A New Way,2vfevINVmVsLBjsO4SqYen,Gimmie A Pigfoot (And A Bottle Of Beer),1LvGpbnBGZxvQrHAg0HY8W,0.427,0.694,0.103,1.15e-06,7.0,0.153,-13.996,1.0,0.0751,98.146,0.56
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Dinah Washington,32LHRiof0sa4taYew9i3Fa,Ain't Misbehavin',0g2Y02gzV3BVAxHX2CLIRs,Ain't Misbehavin',7ygLJRBLCIhAyw0YT5O7Pa,0.995,0.65,0.0714,0.0341,1.0,0.0979,-14.45,1.0,0.0465,116.25,0.512
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,Just One of Those Things / The Piano Style of Nat King Cole / Sings for Two In Love / The Very Thought of You / A Mis Amigos (Five Original Albums),3gAjPBrGAwVEh8yt4qsOg6,Aquellos Ojos Verdes,3300YFuVaH7krwDl0gAUUc,0.659,0.476,0.376,6.95e-06,8.0,0.106,-10.542,1.0,0.0356,100.554,0.664
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Echoes of Swing,2MGK5rV3sBiI1UW1hjYDD8,Harlem Joys,6zGMzooJQkcWynLzp40oDH,I Would Do Anything for You,5pLiu6sY43VChpVBl25IN6,0.781,0.677,0.625,0.309,10.0,0.058,-12.361,0.0,0.0636,127.31,0.674
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Arthur Collins & Byron Harlan,3ecEUOS53bmyO1ulnEZQ83,Vintage Ragtime Classics 1898-1916,51Mx2Pl0xodfpnvAG2Gf2T,Alexander's Ragtime Band,0KNwZXxP5GrRk7C34WJBO4,0.996,0.611,0.329,0.0281,5.0,0.22,-11.307,1.0,0.0459,76.47,0.743
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Enoch Light,3bWuJAAUsvSiavkQHpOlLl,"Roaring 20's, Vol. 2",3tglhFc7DbTKJ8ZXBBh0vY,Ain't She Sweet,5qhUnGztm66cEclQLU8eT3,0.852,0.443,0.685,0.00339,10.0,0.0889,-11.042,1.0,0.0975,201.256,0.787
feelgood,3UC3AAYueCYCS4KQySxs4f,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,Take A Look: The Clyde Otis Sessions,5UsuqbE0cHRFBtS4FjzJYF,But Beautiful,0zlMx45uqfcyONaOj0KikD,0.952,0.221,0.14,0.00105,0.0,0.47,-15.877,1.0,0.0312,146.158,0.111
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,George Benson,4N8BwYTEC6XqykGvXXlmfv,Essential George Benson (Live),1zNolW0fyIni9GirU1fL6K,All the Things You Are (Live),4nWnWN26mWw6l45yxPwYG0,0.872,0.412,0.398,0.889,5.0,0.674,-19.093,0.0,0.0382,124.918,0.834
feelgood,3UC3AAYueCYCS4KQySxs4f,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,Discovery,2noRn2Aes5aoNVsU6iWThc,Crescendolls,6vuPZX9fWESg5js2JFTQRJ,0.0035,0.697,0.75,0.922,5.0,0.0889,-8.503,0.0,0.0721,124.048,0.937
feelgood,3UC3AAYueCYCS4KQySxs4f,Count Basie,2jFZlvIea42ZvcCw4OeEdA,The Complete Atomic Basie,10l9GvNgkuRCNstbOgz2mG,The Kid from Red Bank - 1994 Remaster,00Xj5a1AANvD7snPt8h3gs,0.56,0.523,0.65,0.254,0.0,0.167,-8.145,1.0,0.0699,138.462,0.739
feelgood,3UC3AAYueCYCS4KQySxs4f,Benny Goodman and his Music Hall Orchestra,19gJTfaGr196ytI3J8fwNJ,The Essential Benny Goodman,7ykWEOYdt8gyA4seOlwtWK,Bugle Call Rag,723CPES5uMIox6AaoS1u1T,0.76,0.652,0.507,0.881,10.0,0.0764,-11.384,1.0,0.122,133.395,0.909
feelgood,3UC3AAYueCYCS4KQySxs4f,The Blues Brothers,1cHFz6lrt7KAsBV8j2Ny1g,Soul Man / Excusez Moi Mon Cherie,1cXZENyGxAHKfTt0r77eWe,Soul Man - 45 Version,7dGwr20FexIzzhvUt54gOD,0.0595,0.636,0.694,0.000677,9.0,0.83,-12.06,1.0,0.0609,116.32,0.617
feelgood,3UC3AAYueCYCS4KQySxs4f,Focus,0ifzzRKdmtgaHy9cfnnyCR,The Best Of Focus / Hocus Pocus (Incl WC 2010 Version of 'Hocus Pocus'),55zdxBeCPm7XmuZCeCdRbX,Hocus Pocus,2uzyiRdvfNI5WxUiItv1y9,0.0218,0.262,0.818,0.916,2.0,0.276,-5.538,1.0,0.152,183.629,0.395
feelgood,3UC3AAYueCYCS4KQySxs4f,The Stranglers,0RUEHcBiENFEqxgicqS2ig,The Collection 1977-1982,3zLQ91RSvlMXoaHcOxU4T7,Golden Brown,4pC4usqAN2930VJNKoA79Q,0.144,0.563,0.383,0.116,6.0,0.138,-15.474,1.0,0.0305,93.751,0.596
feelgood,3UC3AAYueCYCS4KQySxs4f,Weather Report,162DCkd8aDKwvjBb74Gu8b,Heavy Weather,2M9F2yYsUvqiBPwUGeNvn1,Birdland,19vVghIuHm3IAfN4xpRF3q,0.434,0.589,0.532,0.00157,0.0,0.0794,-12.021,1.0,0.0359,156.868,0.527
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Dizzy Gillespie,5RzjqfPS0Bu4bUMkyNNDpn,The Complete RCA Victor Recordings,6V4LqrfFXVkzMBYbRCABIB,Algo Bueno (Woody'n You),4WWnekGg1CSFdwGR1lasU8,0.85,0.39,0.527,0.954,8.0,0.321,-11.411,1.0,0.135,175.224,0.772
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Julie London,3qUMmh5biaB5hqpF4LqS3m,Sings The Choicest Of Cole Porter,3F4IYhwKciP7QKehk6KB0y,All Through The Night,2OSarUZZebzgmHc1ozK4hf,0.897,0.373,0.0395,0.00035,1.0,0.118,-23.693,1.0,0.0363,92.569,0.134
feelgood,3UC3AAYueCYCS4KQySxs4f,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,"Harder, Better, Faster, Stronger",0A88p2r8PWnWGvWjzAnUrV,"Harder, Better, Faster, Stronger",2cJz1loJp5EZM6shmQpLZN,0.0392,0.814,0.73,0.00333,6.0,0.343,-8.876,0.0,0.149,123.494,0.646
Jazz Standards,3RE1jwiVTY37YxnKzYHs4M,Duke Ellington,4F7Q5NV6h5TSwCainz8S5A,Jazz Masters,2B5jmjgizxMfNIU6niMVld,Liza (All The Clouds Roll Away),5C8GsvgxyTzVwZlmELJM5z,0.851,0.584,0.196,0.53,5.0,0.0573,-16.535,0.0,0.0427,89.407,0.831
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Yes,7AC976RDJzL2asmZuz7qil,Close to the Edge (Deluxe Edition),6344rkGqCBDenGoS7eJlBN,Siberian Khatru - 2003 Remaster,1nyLujWRDFnsuKkz1Iq387,0.0307,0.349,0.748,0.017,11.0,0.199,-7.98,0.0,0.0431,118.649,0.589
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Yes,7AC976RDJzL2asmZuz7qil,Close to the Edge (Deluxe Edition),6344rkGqCBDenGoS7eJlBN,And You and I - 2003 Remaster,2IDIxX8L57lsOczvSMQRFd,0.21,0.391,0.432,0.000235,9.0,0.0736,-10.609,1.0,0.0347,78.849,0.24
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Yes,7AC976RDJzL2asmZuz7qil,Classic Yes,40PzhENJBOj4cP9SRDxXlY,Yours Is No Disgrace,38egcChvScUzbdUZ2F2Wi3,0.00396,0.412,0.629,0.0227,9.0,0.406,-9.588,1.0,0.0557,140.631,0.784
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Yes,7AC976RDJzL2asmZuz7qil,Classic Yes,40PzhENJBOj4cP9SRDxXlY,"Starship Trooper: a. Life Seeker, b. Disillusion, c. Würm",41YJ2KZllLYVFTakloxw7x,0.00883,0.336,0.525,0.0158,7.0,0.0933,-9.857,1.0,0.0318,153.671,0.418
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Yes,7AC976RDJzL2asmZuz7qil,Classic Yes,40PzhENJBOj4cP9SRDxXlY,Long Distance Runaround,0rxOukzmqEBM9u4L84Z9bm,0.29,0.619,0.404,0.00402,0.0,0.777,-9.927,1.0,0.0356,92.556,0.859
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Yes,7AC976RDJzL2asmZuz7qil,Going for the One,5D6az0bHFbVbBpWEqnXeCj,Awaken - 2008 Remaster,0uCVWBG5pyligpuXFiVYee,0.162,0.227,0.521,0.00401,4.0,0.362,-9.415,0.0,0.0365,137.218,0.0707
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Yes,7AC976RDJzL2asmZuz7qil,Time and a Word (Expanded),6k3pRlamC3srUePKSlUaxJ,"No Opportunity Necessary, No Experience Needed - 2003 Remaster",7a6f0VJvrakaFFnID5VtlF,0.000927,0.251,0.465,0.0312,4.0,0.298,-11.198,1.0,0.0344,144.072,0.525
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Shades of Deep Purple,5qxy4Qf0ug4rV9YVYGQRn2,Hush - 1998 Remaster,2Vim06YsRb4uJRpbeq6NR6,0.00459,0.57,0.635,0.176,10.0,0.0901,-10.231,1.0,0.0482,108.431,0.196
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Purpendicular,3bErA9aFZyGiD9j5ntYe5v,Rosa's Cantina,6URT37uxWBNBohzHF1JtQ8,0.147,0.46,0.776,0.0387,9.0,0.0705,-8.689,0.0,0.0536,109.6,0.834
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,4vjBkjJeJByK2swq4DnuPc,Lalena - 2000 Remaster,4mBXB13NhpYnPqP7TepGsl,0.527,0.373,0.222,0.00105,11.0,0.0976,-16.354,0.0,0.0406,142.817,0.104
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple: Deepest Purple (30th Anniversary Edition),4sdsjamPAsRT2dTuyCohnA,Strange Kind of Woman - 2002 Remaster,6IQhzyVUU93MgKeRstqIui,0.00758,0.577,0.82,0.353,11.0,0.373,-9.056,0.0,0.0566,126.206,0.805
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple: Deepest Purple (30th Anniversary Edition),4sdsjamPAsRT2dTuyCohnA,Woman from Tokyo - 2000 Remaster,5kJD9M2KYShaSEZkKcqzbM,0.00698,0.556,0.633,0.00557,9.0,0.164,-8.453,1.0,0.0321,127.165,0.406
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Shades of Deep Purple,5qxy4Qf0ug4rV9YVYGQRn2,One More Rainy Day - 2000 Remaster,4iUlsqfmcJSItj52Q3EtI2,0.156,0.338,0.781,9.34e-05,0.0,0.0996,-9.297,1.0,0.0602,94.924,0.62
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Purpendicular,3bErA9aFZyGiD9j5ntYe5v,Sometimes I Feel Like Screaming,5coxHUKzWOdMXunt7EGDDX,0.00623,0.467,0.704,0.107,0.0,0.0861,-8.313,1.0,0.0293,89.658,0.188
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple: Deepest Purple (30th Anniversary Edition),4sdsjamPAsRT2dTuyCohnA,Black Night - 2002 Remaster,2M4lwFtm1Taj6MqgfM2iET,0.0548,0.495,0.865,0.81,9.0,0.214,-9.195,1.0,0.0811,134.767,0.726
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Bloodsucker - 1995 Remaster,4f2Mreghv4pgUIWVDJG0X7,0.000457,0.276,0.644,0.529,4.0,0.0726,-10.844,0.0,0.0491,174.814,0.863
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deepest Purple: The Very Best of Deep Purple,2jm9Vixt3Nn2oE4VtOVUD8,Smoke on the Water,0XHWClSz0v6RIaRSGqJH3X,0.169,0.616,0.612,0.434,0.0,0.101,-11.084,1.0,0.0275,114.558,0.897
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deepest Purple: The Very Best of Deep Purple,2jm9Vixt3Nn2oE4VtOVUD8,Child in Time,21cp8L9Pei4AgysZVihjSv,0.313,0.331,0.34,0.607,9.0,0.234,-14.784,0.0,0.0369,126.672,0.365
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple in Rock (Anniversary Edition),2bjTVISSsvwia7uxrrEsuQ,Speed King - 1995 Remaster,7L1GZDz4fGQGkpXpGaLV55,6.66e-05,0.285,0.611,0.404,7.0,0.0818,-13.256,1.0,0.0421,99.907,0.335
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,Deep Purple: Deepest Purple (30th Anniversary Edition),4sdsjamPAsRT2dTuyCohnA,Fireball - 1996 Remaster,0G56RqAUXPAlhi3EfiGZ50,0.000672,0.557,0.903,0.0052,6.0,0.12,-12.029,0.0,0.058,121.267,0.908
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Skrillex,5he5w2lnU9x7JFhnwcekXX,Scary Monsters and Nice Sprites (Deluxe Tour Edition),6HbNEBza64W10MQxUFq6QL,Weekends!!! (feat. Sirah),3Doc0i6JsXK3N1DhhYvmmV,0.00167,0.813,0.902,0.0101,9.0,0.337,-4.635,1.0,0.0502,120.006,0.743
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Skrillex,5he5w2lnU9x7JFhnwcekXX,Scary Monsters and Nice Sprites (Deluxe Tour Edition),6HbNEBza64W10MQxUFq6QL,Rock 'n' Roll (Will Take You to the Mountain),6TbYnMMWfdUZXQm6tZ6vib,0.00228,0.713,0.971,2.05e-05,0.0,0.242,-1.264,1.0,0.381,128.064,0.676
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Skrillex,5he5w2lnU9x7JFhnwcekXX,Scary Monsters and Nice Sprites (Deluxe Tour Edition),6HbNEBza64W10MQxUFq6QL,Kill EVERYBODY,1u1Ps262k227FPAm5BVUjd,0.00219,0.788,0.874,0.00231,0.0,0.0998,-3.336,1.0,0.0805,126.988,0.629
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Skrillex,5he5w2lnU9x7JFhnwcekXX,Scary Monsters and Nice Sprites EP,35tQBmq1RblVUzAvfsw5uO,Scary Monsters and Nice Sprites,4rwpZEcnalkuhPyGkEdhu0,0.00336,0.523,0.944,0.557,7.0,0.119,-3.581,0.0,0.0837,139.997,0.324
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Skrillex,5he5w2lnU9x7JFhnwcekXX,More Monsters and Sprites EP,7ltvnXQCjQRwTlMy55XcCz,First of the Year (Equinox),5i7fZq3chLyCHo3VeB6goD,0.00711,0.429,0.948,0.0148,5.0,0.0812,-3.657,0.0,0.227,115.785,0.55
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Andrew Latimer,4uFOECgcoe2GYr70DyIFXn,Breathless,3kvGb0SzIxGIihsgwv6oPr,Echoes,4Xp3eCFgYSGNl9yIwag0nF,0.0147,0.204,0.6,0.0133,10.0,0.256,-8.752,1.0,0.0312,149.941,0.485
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Camel,3Uz6jx81OY2J5K8Z4wmy2P,Mirage,2DZEwt8Lhz6PuqxsJWF7Ap,Lady Fantasy - Medley,35e4fhZkQuQo77kOro2QYF,0.00284,0.284,0.728,0.515,9.0,0.334,-10.868,0.0,0.0541,109.73,0.282
Godlista,1t9t0erIwLLj9t3HmyyiSW,,0LyfQWJT6nXafLPZqxe9Of,,1m3djUz3rQ9rDj0D77QcU7,,3lpnYiJSFZmtsIM13OyRfa,0.000105,0.366,0.933,2.07e-06,8.0,0.102,-3.808,1.0,0.172,199.984,0.677
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Skrillex,5he5w2lnU9x7JFhnwcekXX,Scary Monsters and Nice Sprites (Deluxe Tour Edition),6HbNEBza64W10MQxUFq6QL,"With You, Friends (Long Drive)",6gowYUVBi2MZibmuosT8mh,0.343,0.366,0.572,0.00895,2.0,0.186,-4.748,1.0,0.0377,119.938,0.356
hjørnelista,5AJ8F7Oxy44fcisgZCJMBv,Skrillex,5he5w2lnU9x7JFhnwcekXX,Scary Monsters and Nice Sprites (Deluxe Tour Edition),6HbNEBza64W10MQxUFq6QL,All I Ask of You (feat. Pennybirdrabbit),0fMAyo16WDEhIGoQHMSFCK,0.0173,0.774,0.909,0.121,9.0,0.0739,-2.89,0.0,0.0365,126.977,0.696
Godlista,1t9t0erIwLLj9t3HmyyiSW,CKY,3ZQEU2arcWXSv3oz8hwWBK,"Camp Kill Yourself, Vol.1",2FnppgYWQ1bzMfdNP8lvDw,96 Quite Bitter Beings,7AimHQrOUoUTYbVX87D3Zl,0.00184,0.458,0.779,4.28e-05,3.0,0.313,-8.312,0.0,0.0486,99.093,0.729
Godlista,1t9t0erIwLLj9t3HmyyiSW,Pantera,14pVkFUHDL207LzLHtSA18,The Great Southern Trendkill,4LdquqwQoyu1pE6Vq8PIha,13 Steps to Nowhere,5FnIQ4H58EixgtoQQoOBjg,6.72e-05,0.33,0.962,1.92e-05,1.0,0.0584,-4.711,0.0,0.175,88.722,0.0935
Godlista,1t9t0erIwLLj9t3HmyyiSW,Liquid Tension Experiment,0r1s1XoxdoXECGfyChzb2v,Liquid Tension Experiment 2,25JdFEbKXocMQyJdlBzD5d,Acid Rain,7D1wLtyGaUppoqMleM6VqT,0.000333,0.414,0.945,0.479,9.0,0.314,-4.66,1.0,0.0897,145.014,0.565
Godlista,1t9t0erIwLLj9t3HmyyiSW,Dream Theater,2aaLAng2L2aWD2FClzwiep,Black Clouds & Silver Linings,7khFXQNBzcfSfgGjPKerdE,A Nightmare to Remember,7BscbGhQLiPuWm2YGpntcm,0.000151,0.317,0.858,0.0722,10.0,0.245,-4.831,0.0,0.0563,136.112,0.215
Godlista,1t9t0erIwLLj9t3HmyyiSW,The Band,4vpDg7Y7fU982Ds30zawDA,Northern Lights-Southern Cross (Expanded Edition),5fnE49AqsSBaLC62nfo3q1,Acadian Driftwood - Remastered 2000,6sJlkqZqUOLXjWKJrDgRmd,0.163,0.493,0.593,0.0,5.0,0.0829,-8.734,1.0,0.0283,157.842,0.715
Godlista,1t9t0erIwLLj9t3HmyyiSW,Queensrÿche,2OgUPVlWYgGBGMefZgGvCO,Empire (Expanded Edition / Remastered/2003),2uwgWsmiKSUo5A6xV1GFth,Another Rainy Night (Without You) - Remastered 2003,5Ol9pUdHa1sLld3wNcuIYe,0.0896,0.465,0.954,0.000189,9.0,0.349,-2.477,0.0,0.0625,96.955,0.327
Godlista,1t9t0erIwLLj9t3HmyyiSW,Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs,Avenged Sevenfold,0v3FHuvSb3f90AWW5uTqE7,Afterlife,0u8JzRt0TAwSyCl2lPTQmE,0.000429,0.487,0.949,2.91e-05,2.0,0.231,-4.217,0.0,0.0798,110.02,0.406
Godlista,1t9t0erIwLLj9t3HmyyiSW,Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,Greatest Hits,1cW0de5T5fdedlS4YqvyCv,American Woman,2BdSaGVMxZzEeJYjjrlo6n,0.0243,0.669,0.698,0.0,1.0,0.0782,-7.971,1.0,0.0713,83.987,0.6
Godlista,1t9t0erIwLLj9t3HmyyiSW,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,Battle Hymns,1WeQxVMtBkCqVal9AOQC5A,Battle Hymn,1VRnW4Qk8PP3EGGFMs6Z32,0.047,0.315,0.822,0.0077,4.0,0.274,-10.437,0.0,0.103,150.499,0.164
Godlista,1t9t0erIwLLj9t3HmyyiSW,Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,Greatest Hits,1cW0de5T5fdedlS4YqvyCv,Are You Gonna Go My Way,00tKvmHHfNvXJjuwBm3kDI,0.00085,0.613,0.84,0.02,11.0,0.352,-5.283,0.0,0.0327,129.12,0.76
Godlista,1t9t0erIwLLj9t3HmyyiSW,Dream Theater,2aaLAng2L2aWD2FClzwiep,Train of Thought,1yAbzShRcY4muLKsX8UWxj,As I Am,6hz6lrQtLcxOOjflnYjF9o,1.09e-05,0.514,0.95,0.0135,7.0,0.19,-4.657,1.0,0.0725,130.027,0.149
Godlista,1t9t0erIwLLj9t3HmyyiSW,The Soundtrack Of Our Lives,1DoYbXxolkSNTovBmuG0C2,Origin,5hlo8ZWTi6eUqeqFuxj9Jo,Bigtime,0IofX46sfuPw3dsT7SDGlx,5.79e-05,0.366,0.893,0.0434,0.0,0.0486,-5.824,1.0,0.0581,168.653,0.342
Godlista,1t9t0erIwLLj9t3HmyyiSW,The Hives,4DToQR3aKrHQSSRzSz8Nzt,Tyrannosaurus Hives,2Qo8MVIOIyrBrqgoCsHCXV,B is for Brutus,1abWUqaOmJJFAlk7hCtDKM,0.048,0.472,0.989,3.43e-05,6.0,0.292,-3.37,0.0,0.135,145.397,0.438
Godlista,1t9t0erIwLLj9t3HmyyiSW,Alphaville,0xliTEbFfy5HQHvsTknTkX,First Harvest 1984-1992,0d60Pri6GuV9E8jeJrSB33,Big in Japan - Best Of,3F8aTQzmKovktFcR7MCGFW,0.183,0.755,0.604,0.0336,2.0,0.128,-9.84,0.0,0.0454,97.802,0.491
Godlista,1t9t0erIwLLj9t3HmyyiSW,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,1991,041PG01l4ZXKrfWOCU4DyB,Backstreet Crawler,1aZqoDbIgx7oJH9DPuSqln,0.0148,0.523,0.841,0.0585,2.0,0.169,-9.178,1.0,0.0476,81.862,0.677
Godlista,1t9t0erIwLLj9t3HmyyiSW,,0LyfQWJT6nXafLPZqxe9Of,,1m3djUz3rQ9rDj0D77QcU7,,4l9DbarqhaJCDC5ouQY3Zv,0.000215,0.544,0.901,0.022,7.0,0.267,-5.239,1.0,0.0511,110.096,0.463
Godlista,1t9t0erIwLLj9t3HmyyiSW,Queensrÿche,2OgUPVlWYgGBGMefZgGvCO,Empire (Expanded Edition / Remastered/2003),2uwgWsmiKSUo5A6xV1GFth,Best I Can - Remastered 2003,00FSIugeygEbNyWZtnWFQq,0.00297,0.602,0.92,0.000153,2.0,0.325,-4.396,1.0,0.0499,132.273,0.29
Fæst!,7fuJxH3DgewPvZItCTubGG,Lily Allen,13saZpZnCDWOI9D4IJhp1f,"Alright, Still (Deluxe)",5ySBiY0v4b03yw98oRDKtS,Smile,79z9QkhHePTFsSeVw9uyj0,0.00143,0.632,0.639,0.0,5.0,0.221,-5.938,1.0,0.0259,95.506,0.733
Godlista,1t9t0erIwLLj9t3HmyyiSW,Judas Priest,2tRsMl4eGxwoNabM08Dm4I,British Steel,5bqtZRbUZUxUps8mrO9tGY,Breaking the Law,2RaA6kIcvomt77qlIgGhCT,0.024,0.362,0.961,9.35e-06,2.0,0.159,-5.664,1.0,0.0857,164.019,0.491
Fæst!,7fuJxH3DgewPvZItCTubGG,Lily Allen,13saZpZnCDWOI9D4IJhp1f,"It's Not Me, It's You",2OUL7ZpAvUaWyylZ1lXpe0,Fuck You,5st5644IlBmKiiRE73UsoZ,0.0271,0.775,0.904,0.000303,1.0,0.06,-4.08,0.0,0.0437,130.009,0.84
Fæst!,7fuJxH3DgewPvZItCTubGG,Lily Allen,13saZpZnCDWOI9D4IJhp1f,"It's Not Me, It's You",2OUL7ZpAvUaWyylZ1lXpe0,The Fear,7lIyBKp2KX7ABDjDfo9EtL,0.419,0.661,0.847,8.82e-05,10.0,0.107,-6.948,1.0,0.0404,134.002,0.522
Fæst!,7fuJxH3DgewPvZItCTubGG,Paolo Nutini,7x5rK9BClDQ8wmCkYAGsQp,These Streets,6L2FiSnFMisCgbhbag4KTl,New Shoes,265Anh9hGoozFigjUVLUeD,0.47,0.748,0.735,1.09e-05,8.0,0.0851,-8.692,1.0,0.0903,150.04,0.854
Fæst!,7fuJxH3DgewPvZItCTubGG,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,Demon Days,0bUTHlWbkSQysoM3VsWldT,Feel Good Inc.,0d28khcov6AiegSCpG5TuT,0.00836,0.818,0.705,0.00233,6.0,0.613,-6.679,1.0,0.177,138.559,0.772
Fæst!,7fuJxH3DgewPvZItCTubGG,Lily Allen,13saZpZnCDWOI9D4IJhp1f,"It's Not Me, It's You (Special Edition)",4igqw0NNmYEsOVU4zeu1LG,Womanizer - Acoustic,4l9hurikQqZkdnz4dGUXyZ,0.783,0.694,0.611,0.0,1.0,0.156,-7.719,0.0,0.0602,138.994,0.597
Fæst!,7fuJxH3DgewPvZItCTubGG,Eva & The Heartmaker,440EaizgGpqFq3trbWFDpg,Mr. Tokyo,5sdhmgLU9hsCKOTwdDuZcH,Mr. Tokyo,735U5a5dYAWyecMRTbs7XA,0.0291,0.671,0.65,6.22e-06,2.0,0.1,-6.893,1.0,0.0294,120.062,0.76
Godlista,1t9t0erIwLLj9t3HmyyiSW,Me First and the Gimme Gimmes,0cOVRC8EOwDwXrs3JTrRN5,Are A Drag,0NgZHRfy9pNuzirM6MRBWL,Cabaret,1N9TCAQNQ8mJ2AEr04Xdl1,0.00113,0.445,0.606,3.07e-06,9.0,0.0902,-7.631,1.0,0.0546,170.025,0.741
Fæst!,7fuJxH3DgewPvZItCTubGG,Robyn,6UE7nl9mha6s8z0wFQFIZ2,Cool - R&B,421reEXYaXldvMHmkWzrvH,Be Mine!,4RqoVj6xKBEkpHBiZiJZo5,0.302,0.702,0.723,0.0,9.0,0.108,-4.895,1.0,0.0944,158.017,0.964
Fæst!,7fuJxH3DgewPvZItCTubGG,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Russian Roulette (German 2 trk),275AdvTBRK3sMs6GlZOGJM,Russian Roulette,5XLoHvOag9undyM3nyvzSS,0.0533,0.329,0.461,4.7e-06,6.0,0.119,-6.387,0.0,0.0469,79.541,0.281
Fæst!,7fuJxH3DgewPvZItCTubGG,Eva & The Heartmaker,440EaizgGpqFq3trbWFDpg,Superhero,72fBb6leHZY8wcZaaIMQY5,Superhero,3YbMkoa76YQWR8dBe8vo97,2.41e-05,0.432,0.708,0.0,9.0,0.278,-4.654,1.0,0.0297,94.039,0.692
