spilleliste,spilleliste_id,artist,artist_id,album,album_id,sang,sang_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
,6PYnztH5GLd2xVEAw9Wv9c,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,Ain't Your Mama,5Bd99eGJKXoRMnqgqWlWmp,Ain't Your Mama,2hgzdQdnfWwtdpZbhZlV72,0.0472,0.757,0.678,9.14e-06,8.0,0.0654,-5.529,0.0,0.233,120.075,0.82
,6PYnztH5GLd2xVEAw9Wv9c,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,PCD,53zV9rZ5yfWgigsmuJtYpG,Don't Cha,0BxfFnk0YzONqvmrkO0QrB,0.00546,0.875,0.63,2.47e-06,1.0,0.127,-3.475,1.0,0.0994,120.016,0.548
,6PYnztH5GLd2xVEAw9Wv9c,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,Umbrella,49FYlytm3dAAraYgpoJZux,0.00906,0.585,0.828,0.0,1.0,0.0426,-4.603,1.0,0.124,174.034,0.584
,6PYnztH5GLd2xVEAw9Wv9c,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,0.0341,0.834,0.669,7.18e-05,6.0,0.0535,-5.582,0.0,0.0637,122.669,0.547
,6PYnztH5GLd2xVEAw9Wv9c,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,Te Guste,0TV9iQEnYeQeKZOfXhok1D,Te Guste,0ifLplTQxXkFZKMQpWCHii,0.119,0.877,0.619,0.0,9.0,0.088,-6.692,0.0,0.233,138.109,0.222
,6PYnztH5GLd2xVEAw9Wv9c,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,El Anillo,4DnxvNqBLOdInzC0cI8Wzy,El Anillo,2SpfMQ5TuKsMj1trNwrLVA,0.0248,0.87,0.691,0.0,2.0,0.0861,-4.11,0.0,0.18,130.056,0.469
 ,1kstE4Tp0wXONRTE1KiJp0,DJ Luian,64aJYyrXljOodnUG6jvhRD,Verte Ir,76XsfdI0kGODDdhHAJKZi3,Verte Ir,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,0.647,1.2e-06,11.0,0.0842,-4.152,0.0,0.0984,95.982,0.553
,6PYnztH5GLd2xVEAw9Wv9c,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,Dinero,1fT1s4VMXc9xGIamDyFz9S,Dinero,22mQXNE0nCuWq4yOwcadIn,0.41,0.721,0.881,7.61e-06,8.0,0.292,-2.528,1.0,0.342,127.759,0.643
 ,1kstE4Tp0wXONRTE1KiJp0,Paulo Londra,3vQ0GE3mI0dAaxIMYe5g7z,Tal Vez,039RvHRSbMCfQLsYcg70BQ,Tal Vez,46lvmzK8wxAy66tjzXXSh0,0.266,0.849,0.655,0.0,8.0,0.0781,-2.899,1.0,0.106,161.966,0.76
,6PYnztH5GLd2xVEAw9Wv9c,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,ANTI (Deluxe),4UlGauD7ROb3YbVOFMgW5u,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,0.0717,0.509,0.637,1.08e-05,4.0,0.0789,-4.83,0.0,0.047,172.007,0.379
,6PYnztH5GLd2xVEAw9Wv9c,Beyoncé,6vWDO969PvNqNYHIOW5v0m,Dangerously In Love,06v9eHnqhMK2tbM2Iz3p0Y,Crazy In Love (feat. JAY-Z),0TwBtDAWpkpM3srywFVOV5,0.00238,0.664,0.759,0.0,2.0,0.0598,-6.583,0.0,0.209,99.252,0.701
 ,1kstE4Tp0wXONRTE1KiJp0,Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry,STOKELEY,0z0z4DcXhHiobX5ZKAw8Qn,Faucet Failure,1ThmUihH9dF8EV08ku5AXN,0.111,0.935,0.552,0.0,10.0,0.0952,-9.373,0.0,0.335,99.993,0.616
 ,1kstE4Tp0wXONRTE1KiJp0,YNW Melly,1cNDP5yjU5vjeR8qMf4grg,We All Shine,09b9NC1oQbYaHcacgXn66k,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,0.457,0.661,0.44,0.0,2.0,0.128,-9.104,1.0,0.0803,149.937,0.352
 ,1kstE4Tp0wXONRTE1KiJp0,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,Freaky,0JDoNU0AZ54Ng8e2iPTKRs,Freaky,0NJp8GyCOWnQh71xKSPfuV,0.00202,0.966,0.563,0.0,8.0,0.105,-5.764,1.0,0.0618,104.991,0.363
 ,1kstE4Tp0wXONRTE1KiJp0,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Sanguine Paradise,49K82qcZN4u109e6Zw8io1,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN,0.0948,0.729,0.603,0.0,6.0,0.113,-6.736,0.0,0.0666,134.972,0.207
 ,1kstE4Tp0wXONRTE1KiJp0,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,Con Altura,4bxHLppgdmaYJk0yfdcP0l,Con Altura,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,0.689,0.00325,6.0,0.0501,-4.027,1.0,0.124,97.963,0.746
 ,1kstE4Tp0wXONRTE1KiJp0,Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,7CjJb2mikwAWA1V6kewFBF,NI BIEN NI MAL,278kSqsZIiYp8p3QjYAqa8,0.552,0.826,0.451,1.39e-05,5.0,0.283,-8.331,0.0,0.0674,128.025,0.333
 ,1kstE4Tp0wXONRTE1KiJp0,Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,7CjJb2mikwAWA1V6kewFBF,Caro,6it15CsDlkqB7N4lF0C1qM,0.623,0.678,0.573,0.000191,0.0,0.096,-7.739,1.0,0.304,160.023,0.257
 ,1kstE4Tp0wXONRTE1KiJp0,Bad Bunny,4q3ewBCX7sLwd24euuV69X,X 100PRE,7CjJb2mikwAWA1V6kewFBF,La Romana,1khmgu0pveJbkbpbkyvcQv,0.0328,0.654,0.726,0.0027,0.0,0.06,-5.497,1.0,0.194,125.855,0.33
 ,1kstE4Tp0wXONRTE1KiJp0,Paulo Londra,3vQ0GE3mI0dAaxIMYe5g7z,Forever Alone,0vYYf2lqqXfCWXwhnjVDTZ,Forever Alone,5NPzbTzFxIQPaheZuPhn4f,0.498,0.864,0.426,0.000228,7.0,0.145,-8.392,0.0,0.0561,129.954,0.477
 ,1kstE4Tp0wXONRTE1KiJp0,Cauty,2QUvtLq6oQaX0LNsYY2fas,Cauty VS Young Cauty,00op2xzUMjsxCj6aCmcnFJ,Ta To Gucci (Remix),7kuRvjpeUcn6qNV9IBXC2C,0.383,0.73,0.648,0.000112,1.0,0.103,-6.405,0.0,0.378,187.991,0.675
 ,1kstE4Tp0wXONRTE1KiJp0,Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,Cambio de Clima,3f8ilKUbFtOSPM2aVq0zCl,Ganas Sobran,17iXKeQe2iVYXJcMpQqthG,0.369,0.803,0.597,0.0,9.0,0.0998,-4.144,1.0,0.127,85.056,0.688
 ,1kstE4Tp0wXONRTE1KiJp0,C. Tangana,5TYxZTjIPqKM8K8NuP9woO,Pa' Llamar Tu Atención (feat. MC Bin Laden),4cuwg5OdGMhnbvTdlNWkd9,Pa' Llamar Tu Atención (feat. MC Bin Laden),2vEY3cNwXYxIG4fPAoN14q,0.188,0.884,0.738,0.0,5.0,0.0812,-3.265,0.0,0.0837,131.91,0.678
 ,1kstE4Tp0wXONRTE1KiJp0,Nipsey Hussle,0EeQBlQJFiAfJeVN2vT9s0,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),6a2c06GAsKigzV53VyzBXk,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),6ya8ejoKgw906Y8LWclqrp,0.0825,0.671,0.833,0.0,5.0,0.0726,-5.152,0.0,0.395,79.351,0.702
 ,1kstE4Tp0wXONRTE1KiJp0,Lil Skies,7d3WFRME3vBY2cgoP38RDo,Shelby,47FalEKu0of8GExDtZBkxT,I,4ZT9FnbFu1PaBfV3itxiqT,0.627,0.649,0.453,0.0,6.0,0.116,-7.28,1.0,0.085,99.183,0.431
 ,1kstE4Tp0wXONRTE1KiJp0,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,Hoodie SZN,3r5hf3Cj3EMh1C2saQ8jyt,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,0.662,0.0,9.0,0.111,-5.239,1.0,0.303,93.023,0.434
 ,1kstE4Tp0wXONRTE1KiJp0,Lil Baby,5f7VJjfbwm532GiveGC0ZK,Street Gossip,4iF44RCCybJtkBkMoqrLW2,Pure Cocaine,577YBGuskWkVDCxZrLRB4v,0.00127,0.964,0.487,6.07e-06,10.0,0.115,-6.071,0.0,0.421,127.05,0.108
 ,1kstE4Tp0wXONRTE1KiJp0,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,Feed Tha Streets II,1jlIU9p7PChTK3AeqNpnsX,Die Young,3wLtYwtqvKK2ewelSVPeDK,0.218,0.688,0.656,0.0,4.0,0.115,-5.541,0.0,0.276,160.414,0.365
 ,1kstE4Tp0wXONRTE1KiJp0,21 Savage,1URnnhqYAYcrqrcwql10ft,i am > i was,007DWn799UWvfY1wwZeENR,a lot,2t8yVaLvJ0RenpXUIAC52d,0.0395,0.837,0.636,0.00125,1.0,0.342,-7.643,1.0,0.086,145.972,0.274
 ,1kstE4Tp0wXONRTE1KiJp0,Calboy,0HkcYmcjrBR3SCw9Ld5VZk,Envy Me,6kouOn7KSqTklk5Mh1vEH2,Envy Me,05t7JMip6JrLuSrMV5yYjX,0.282,0.556,0.481,0.0,11.0,0.216,-7.663,1.0,0.313,149.025,0.581
 ,1kstE4Tp0wXONRTE1KiJp0,DaBaby,4r63FhuTkUYltbVAg5TQnk,Baby On Baby,0O1PJ0t69iTO5yWrIeIga0,Suge,2gwkD6igEhQbDQegRCcdoB,0.0608,0.876,0.662,0.0,2.0,0.127,-6.482,0.0,0.426,75.445,0.844
 ,1kstE4Tp0wXONRTE1KiJp0,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,FATHER OF 4,6bPpXqJRpjwy0hLyUGtzYc,Legacy (feat. Travis Scott & 21 Savage),7pMRoGLEJuFM2wl5pt0R99,0.178,0.844,0.513,0.0,1.0,0.0845,-8.769,1.0,0.336,128.085,0.344
 ,1kstE4Tp0wXONRTE1KiJp0,Meek Mill,20sxb77xiYeusSH8cVdatc,Championships,6UYZEYjpN1DYRW0kqFy9ZE,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,0.259,0.889,0.496,0.0,4.0,0.252,-6.365,0.0,0.0905,86.003,0.544
 ,1kstE4Tp0wXONRTE1KiJp0,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,MIDDLE CHILD,3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,0.149,0.837,0.364,0.0,8.0,0.271,-11.713,1.0,0.276,123.984,0.463
 ,1kstE4Tp0wXONRTE1KiJp0,YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,Realer,3o5se5blwiAdJPk8yAw1EQ,Slime Belief,2qGfZAgDe1pV2y5xJAhi6R,0.257,0.748,0.578,0.0,9.0,0.13,-5.72,1.0,0.194,140.016,0.166
 ,1kstE4Tp0wXONRTE1KiJp0,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,Red Room,3lxvJqSvGR9o3Z402FnY0Z,Red Room,2MJdgSby3DtSS7bUJx2cly,0.481,0.936,0.56,0.0,7.0,0.129,-8.591,0.0,0.158,112.34,0.519
 ,1kstE4Tp0wXONRTE1KiJp0,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,FATHER OF 4,6bPpXqJRpjwy0hLyUGtzYc,How Did I Get Here (feat. J. Cole),32iPykTXUNZ9oGyACGUybq,0.507,0.883,0.544,1.6e-06,2.0,0.08,-7.919,1.0,0.233,129.994,0.114
 ,1kstE4Tp0wXONRTE1KiJp0,DaBaby,4r63FhuTkUYltbVAg5TQnk,Baby On Baby,0O1PJ0t69iTO5yWrIeIga0,Goin Baby,3WyRgi8CzQnhzO0xw79tTS,0.128,0.755,0.772,0.0,6.0,0.157,-5.585,1.0,0.4,132.906,0.678
 ,1kstE4Tp0wXONRTE1KiJp0,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,Speed It Up,4eksthxT0hhR72A46Qr9OT,Speed It Up,3BXXkwyhsHM0EPApHMhQC5,0.0394,0.912,0.587,0.01,7.0,0.111,-7.395,1.0,0.0582,143.027,0.435
 ,1kstE4Tp0wXONRTE1KiJp0,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,Look Back at It,75LbMfXFhx50mXIy9wsgvX,Look Back at It,3J5YrOvX2A0EA0j4BARQ9o,0.407,0.791,0.587,0.0,3.0,0.148,-5.075,0.0,0.0413,96.057,0.536
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Alusa Fallax,1xGMoZCyIemfR1hoZ9dQQf,Intorno alla mia cattiva educazione,42pTp2rKSCtFCyhz95b0yy,Carta carbone,3MWZsqjIqfGmr8s5dT7Dpx,0.722,0.334,0.618,0.94,9.0,0.337,-10.831,0.0,0.045,113.852,0.476
Starred,4MXknL75JdrNKrNUQ6vTGT,Lily Allen,13saZpZnCDWOI9D4IJhp1f,"It's Not Me, It's You",2OUL7ZpAvUaWyylZ1lXpe0,Not Fair,1cDRpJiJa94Voj0Ayc9iGJ,0.052,0.718,0.806,0.0137,5.0,0.0932,-9.191,1.0,0.0376,121.488,0.929
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Banco Del Mutuo Soccorso,4RuYtHjAKBufQRqBUMiOfK,Darwin!,0Ft1jEOyGY74ZgHb1FYO4U,La conquista della posizione eretta,0IIqCCfKmobPchLsO6YYHy,0.749,0.365,0.584,0.129,1.0,0.147,-10.693,0.0,0.0465,132.625,0.293
Starred,4MXknL75JdrNKrNUQ6vTGT,A1,5lPsVvHVDr6R5mDxRUXdOs,Waiting For Daylight,1tZ9QCXo4ONV7kxleUwZog,The Life That Could Have Been,4MAS0JZnhsyPGwTUVhf3f4,0.0646,0.688,0.751,1.92e-05,4.0,0.132,-5.948,1.0,0.029,121.992,0.884
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Area,6o2PxnpsrQ352kwYlEwjvR,Arbeit Macht Frei,4YLKvXEwd8vCNpZ7MN36YS,"Luglio, agosto, settembre (nero)",0TPr5hnZsUpJcibgC9U4OS,0.31,0.437,0.73,0.000236,5.0,0.328,-8.195,0.0,0.227,98.766,0.456
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Robert Wyatt,5iksmHDN2qZQcgFfXqIXtT,Rock Bottom,72t34rHQENHfAK5kDLZjuG,Sea Song,3vF6NsyLWT9GRG30nrivk1,0.728,0.35,0.27,0.0223,6.0,0.21,-14.618,0.0,0.0303,109.835,0.0583
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Premiata Forneria Marconi,1MD5pgVzlusqGyuSTcTxvu,Per Un Amico,1NeJ0QqKv002iYDiOCaUOA,Appena un po',2Pxrc170vjMuvDmoFzoGNo,0.457,0.375,0.206,0.139,2.0,0.158,-18.468,0.0,0.0372,134.45,0.205
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Faust,4yBBNmdvVaoPEnr2lt14q7,Faust IV,6ou63QavbhaQvDTQ3BCkPv,Krautrock,7h9hsEOJbNH2Y46ZR5NFfQ,0.0989,0.449,0.624,0.913,4.0,0.313,-13.422,1.0,0.0324,122.544,0.512
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,After Crying,3zLb042uCnwyRDS94JM6rF,Első Évtized,4N0tpZcTpTRy0CzjiQ2Ks0,Shining,5PXMsHGurYLsV6f90UtzVz,0.946,0.165,0.186,0.823,11.0,0.0869,-17.546,0.0,0.0409,77.389,0.0729
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Secret Oyster,0iqlh7H9QaMblG4YrGI4vS,Sea Son,5fgZ3tsCKrZMM3Y2PojJwb,Oyster Jungle,7DOyPXCMq6t4Jvfv3pH8Ip,0.00292,0.467,0.641,0.899,11.0,0.107,-9.914,0.0,0.0401,80.288,0.875
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Intermission I,1mCUNugbFk0P8QAJ6U5tFy,0.957,0.166,0.133,7.34e-05,6.0,0.472,-23.14,0.0,0.0396,79.206,0.0531
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Inside,3w0Un4xozSaOZfcC9iDzYr,0.955,0.344,0.427,0.111,7.0,0.0625,-10.546,0.0,0.0308,128.047,0.0528
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Burn,3fnU0ke2tLdDi8MnGbRECv,0.156,0.512,0.705,0.0111,10.0,0.201,-8.081,0.0,0.0323,150.002,0.35
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Circles,7LvRmOae1gON9OoNvoxybN,0.9,0.493,0.33,0.0579,1.0,0.108,-11.171,0.0,0.0281,101.774,0.241
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Intermission II,7llxKfSoa4iN1tTNIVE4FZ,0.967,0.169,0.137,0.925,10.0,0.101,-16.985,0.0,0.0443,84.645,0.0764
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Weather Changing,2BFVy5OxMbNFVFTT6Lit22,0.516,0.513,0.518,0.0015,7.0,0.145,-9.544,1.0,0.0262,144.985,0.485
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Intermission III,0Ps6UHQrp9kVR3hVcyET4X,0.994,0.301,0.307,0.803,7.0,0.337,-17.275,0.0,0.0379,136.193,0.164
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Scotland,6oKWIotnrNyYhcr8AGzJr9,0.666,0.566,0.493,0.405,7.0,0.196,-8.441,0.0,0.0277,125.017,0.165
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Touching II,5usOSLryajQVsXpVrKJjVg,0.877,0.603,0.177,0.000358,2.0,0.111,-11.971,0.0,0.0333,94.992,0.536
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Intermission IV,5StksN6J7FBPE9QpCXPk5P,0.989,0.314,0.125,0.873,1.0,0.0914,-23.641,1.0,0.0511,132.593,0.0377
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Monsters,6RlnsymTfKfHLvZGQOZ398,0.843,0.406,0.63,0.00228,9.0,0.203,-5.891,0.0,0.033,143.893,0.094
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Serenade,5GG3c4cNm9t9Z9XahmsSbf,0.451,0.433,0.644,0.0778,4.0,0.189,-7.291,0.0,0.0271,134.019,0.12
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Intermission V,4ZFqsH1ggrpjpV3GZ3hLaZ,0.991,0.229,0.258,0.949,0.0,0.101,-13.936,1.0,0.0437,79.497,0.0444
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Iamthemorning,7xmvkKWYKuJGhmQmuoL7CS,Iamthemorning,4TTyQBo0c5BjlkIPadUeOi,Would This Be,3nyk3AjmoTN2nVOlWQ19eB,0.839,0.567,0.413,0.00113,2.0,0.132,-7.697,0.0,0.0279,118.027,0.249
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Astra,2DfGAnc1oAIxeH9ZE8PAJZ,The Black Chord,3CLkvsgAe0AGOQjF099eVz,The Black Chord,1uWpVcCkeacZe38jP9LknT,0.00538,0.29,0.67,0.268,9.0,0.348,-6.867,0.0,0.0333,134.048,0.331
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Le Orme,45Utoxop3UFq0Qg9YFLhx0,Felona E Sorona,5B13S4DiDesawhG0eUTK9B,Sospesi Nell 'Incredibile,3SEDjYzjK8tvnC43U8gAUl,0.021,0.396,0.405,0.266,4.0,0.0656,-16.296,0.0,0.0723,116.692,0.168
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Biglietto Per L'Inferno,32iWqX9jgLPJBZBXNEhxtR,Biglietto Per L'Inferno,05ap7P3uIAWdfYar7KjQKf,Confessione,6OWAc09BuPZa5XzVfSvHVY,0.218,0.257,0.627,0.772,2.0,0.394,-13.372,1.0,0.0571,149.42,0.225
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Catherine Ribeiro + Alpes,4nbS0Yk5Suh0P5PMIkaXIo,Paix,4CZpiTa7x6WXv6qjlpx2qH,Paix,3T9VVbpDjuGdbgpd9540eP,0.822,0.48,0.516,0.743,7.0,0.0899,-16.051,0.0,0.0737,141.196,0.43
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Pekka Pohjola,19ijg5n90fExbOKQd3E0p6,Visitation,13jsiukSg8oNVBKACx3X3f,Try to Remember,2Tm0m9RQN6hKYcuPlOmFyB,0.106,0.157,0.497,0.664,4.0,0.0971,-7.701,0.0,0.035,69.474,0.196
Prog für Jonas,3TF51cnTkvYnzNtWOLONan,Alphataurus,6mFPT1M2JWpuoSGSCQCpHX,Alphataurus,0Wh01o7ulww79Oq2eSZ6PX,La mente vola,1B4XcCAhhj6r2ji1dcISEU,2.3e-05,0.301,0.751,0.0396,1.0,0.0854,-6.684,1.0,0.0426,121.677,0.162
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,Upton Heath,5Giroby9hm1o6gFkmDrn0d,0.443,0.452,0.421,0.000482,11.0,0.0642,-12.597,1.0,0.0263,149.968,0.405
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Dühl,28QRT166sfyLNKRvswLWuL,0.721,0.484,0.932,0.436,0.0,0.582,-8.466,1.0,0.03,158.463,0.963
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,The First Rebreather,4IcEBPHjmpQIRk1WZKfOdO,0.155,0.437,0.554,0.00101,11.0,0.0612,-7.622,0.0,0.0305,144.974,0.145
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,Uncle Jack,2WsbVj2v8CXdLHdaQ2CI5X,0.434,0.464,0.728,0.00361,0.0,0.11,-9.693,1.0,0.0288,180.042,0.823
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,Winchester from St Giles' Hill,7CmmKJqGvTKYTTKlz6EPya,0.642,0.225,0.47,0.00286,9.0,0.192,-7.844,1.0,0.0324,160.018,0.127
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,Judas Unrepentant,3zXv5iLH3sJ6dhz0PGtdH4,0.14,0.41,0.834,6.35e-05,11.0,0.0753,-5.267,1.0,0.0484,165.072,0.452
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,Summoned By Bells,334bsVzXeQ3tJDb25QqbyZ,0.439,0.222,0.562,0.000541,5.0,0.105,-8.653,0.0,0.0342,159.713,0.308
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Big Big Train,68VJJPVAVNAmwsDDf1i70g,English Electric (Part One),2tFDYqrHzWM7AB4S70x5qL,Hedgerow,2GzBCV7g3LPhYVF1wUZdnv,0.0525,0.482,0.752,0.0547,7.0,0.404,-5.604,1.0,0.0287,134.994,0.311
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Zahrr,1jfUHp5vNxnO97A3q4KA5Q,,,,,,,,,,,
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Ëkmah,3NIA1Nq6IhYKypjrPhIvUA,0.885,0.436,0.268,0.000124,5.0,0.521,-13.694,0.0,0.0404,135.445,0.0465
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Ëlss,6Xf5yG4c7KPZF3BDX7u4qC,0.798,0.302,0.505,0.0,3.0,0.262,-11.816,1.0,0.0305,140.982,0.313
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Dzoï,2d50hFs8iB47kY3BxMN0ku,0.798,0.496,0.333,0.0,5.0,0.161,-12.236,0.0,0.0282,137.974,0.516
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Nüms,7sW7b8emOMKigMu6yFmYys,0.868,0.504,0.447,0.0,1.0,0.193,-13.175,1.0,0.031,139.834,0.365
PA-top 12,3CzhMcwdymIoXlAhoJhMan,Magma,5JeJHWfm2ZxNd09hrIf7Zb,Félicité thösz,20UPhnwQuw3iK7byDkRaM3,Tëha,27ejeNJfa9voaUvon4WVE9,0.66,0.496,0.599,0.000755,0.0,0.232,-10.125,1.0,0.0262,141.205,0.232
