"09364: Kraftpriser i sluttbrukermarkedet, etter kontraktstype, kvartal og statistikkvariabel"

"kontraktstype";"kvartal";"Kraftpris ekskl. avgifter (øre/kWh)";"Kraftpris inkl. mva (øre/kWh)";"Fordeling av kontraktstyper (prosent)"
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2018K2";29.7;.;3.3
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2018K3";30.2;.;10.3
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2018K4";31.8;.;5.3
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2019K1";33.5;.;5.9
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2019K2";33.1;.;7.7
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2019K3";33.3;.;7.4
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2019K4";34.0;.;5.9
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2020K1";34.1;.;6.6
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2020K2";25.8;.;4.2
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2020K3";26.9;.;3.8
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2020K4";27.0;.;3.9
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2021K1";37.9;.;2.4
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2021K2";36.0;.;3.1
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2021K3";42.6;.;4.6
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2021K4";41.1;.;3.3
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2022K1";41.3;.;1.3
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2022K2";41.0;.;3.0
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2022K3";58.9;.;2.4
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2022K4";51.5;.;2.9
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2023K1";44.7;.;2.9
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2023K2";40.8;.;4.9
"Eldre fastpriskontrakter, industri unntatt kraftintensiv industri";"2023K3";43.9;.;5.8
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2012K1";31.0;.;84.0
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2012K2";22.9;.;84.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2012K3";16.4;.;80.8
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2012K4";29.8;.;81.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2013K1";33.5;.;89.1
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2013K2";32.5;.;87.4
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2013K3";29.8;.;87.1
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2013K4";31.7;.;88.3
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2014K1";27.7;.;86.4
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2014K2";22.1;.;84.9
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2014K3";28.6;.;86.0
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2014K4";28.7;.;88.4
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2015K1";28.1;.;88.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2015K2";21.3;.;89.1
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2015K3";15.6;.;91.1
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2015K4";23.3;.;90.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2016K1";26.2;.;92.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2016K2";25.9;.;92.9
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2016K3";26.4;.;93.7
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2016K4";35.1;.;93.8
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2017K1";29.7;.;91.0
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2017K2";28.9;.;86.4
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2017K3";28.8;.;87.7
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2017K4";32.6;.;89.9
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2018K1";39.0;.;92.4
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2018K2";40.2;.;93.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2018K3";51.6;.;87.1
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2018K4";50.3;.;91.8
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2019K1";51.3;.;90.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2019K2";39.0;.;89.6
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2019K3";36.8;.;89.8
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2019K4";43.6;.;90.1
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2020K1";21.6;.;87.0
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2020K2";9.2;.;88.3
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2020K3";8.7;.;89.1
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2020K4";16.9;.;86.9
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2021K1";50.0;.;90.3
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2021K2";46.4;.;85.2
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2021K3";73.8;.;87.0
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2021K4";107.0;.;92.8
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2022K1";106.5;.;93.5
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2022K2";125.6;.;92.3
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2022K3";226.4;.;93.6
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2022K4";155.6;.;93.7
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2023K1";105.5;.;93.6
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2023K2";78.6;.;92.6
"Kontrakter tilknyttet elspotprisen, industri unntatt kraftintensiv industri";"2023K3";35.0;.;92.1
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2012K1";37.0;.;3.7
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2012K2";30.0;.;3.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2012K3";25.1;.;3.3
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2012K4";30.7;.;2.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2013K1";35.4;.;2.9
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2013K2";35.7;.;3.0
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2013K3";34.6;.;2.9
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2013K4";37.0;.;3.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2014K1";34.2;.;3.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2014K2";30.7;.;3.6
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2014K3";32.6;.;2.6
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2014K4";33.8;.;2.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2015K1";33.4;.;2.7
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2015K2";27.7;.;2.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2015K3";22.3;.;2.0
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2015K4";27.8;.;2.3
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2016K1";29.9;.;2.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2016K2";28.6;.;2.0
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2016K3";29.7;.;1.7
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2016K4";36.3;.;1.8
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2017K1";36.3;.;3.0
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2017K2";32.3;.;6.8
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2017K3";32.2;.;2.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2017K4";36.7;.;2.8
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2018K1";42.6;.;2.6
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2018K2";44.4;.;2.6
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2018K3";54.8;.;2.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2018K4";55.6;.;2.8
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K1";56.4;.;2.9
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K2";47.8;.;2.3
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K3";44.2;.;1.7
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K4";45.7;.;3.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K1";25.3;.;5.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K2";13.4;.;6.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K3";12.5;.;6.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K4";19.1;.;7.0
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K1";49.0;.;6.1
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K2";40.6;.;10.9
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K3";59.0;.;7.1
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K4";86.3;.;3.0
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K1";93.8;.;3.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K2";84.2;.;2.4
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K3";113.9;.;2.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K4";155.1;.;1.6
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2023K1";162.5;.;1.2
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2023K2";98.1;.;0.9
"Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2023K3";65.5;.;0.7
"KRAFTINTENSIV INDUSTRI";"2012K1";28.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2012K2";23.3;.;100.0
"KRAFTINTENSIV INDUSTRI";"2012K3";26.5;.;100.0
"KRAFTINTENSIV INDUSTRI";"2012K4";27.1;.;100.0
"KRAFTINTENSIV INDUSTRI";"2013K1";29.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2013K2";28.1;.;100.0
"KRAFTINTENSIV INDUSTRI";"2013K3";28.6;.;100.0
"KRAFTINTENSIV INDUSTRI";"2013K4";29.2;.;100.0
"KRAFTINTENSIV INDUSTRI";"2014K1";29.3;.;100.0
"KRAFTINTENSIV INDUSTRI";"2014K2";29.3;.;100.0
"KRAFTINTENSIV INDUSTRI";"2014K3";29.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2014K4";29.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2015K1";30.3;.;100.0
"KRAFTINTENSIV INDUSTRI";"2015K2";30.1;.;100.0
"KRAFTINTENSIV INDUSTRI";"2015K3";31.3;.;100.0
"KRAFTINTENSIV INDUSTRI";"2015K4";31.8;.;100.0
"KRAFTINTENSIV INDUSTRI";"2016K1";30.8;.;100.0
"KRAFTINTENSIV INDUSTRI";"2016K2";30.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2016K3";30.1;.;100.0
"KRAFTINTENSIV INDUSTRI";"2016K4";30.0;.;100.0
"KRAFTINTENSIV INDUSTRI";"2017K1";30.9;.;100.0
"KRAFTINTENSIV INDUSTRI";"2017K2";31.4;.;100.0
"KRAFTINTENSIV INDUSTRI";"2017K3";28.2;.;100.0
"KRAFTINTENSIV INDUSTRI";"2017K4";28.8;.;100.0
"KRAFTINTENSIV INDUSTRI";"2018K1";31.4;.;100.0
"KRAFTINTENSIV INDUSTRI";"2018K2";30.9;.;100.0
"KRAFTINTENSIV INDUSTRI";"2018K3";32.2;.;100.0
"KRAFTINTENSIV INDUSTRI";"2018K4";31.8;.;100.0
"KRAFTINTENSIV INDUSTRI";"2019K1";32.5;.;100.0
"KRAFTINTENSIV INDUSTRI";"2019K2";32.5;.;100.0
"KRAFTINTENSIV INDUSTRI";"2019K3";32.0;.;100.0
"KRAFTINTENSIV INDUSTRI";"2019K4";31.8;.;100.0
"KRAFTINTENSIV INDUSTRI";"2020K1";30.1;.;100.0
"KRAFTINTENSIV INDUSTRI";"2020K2";26.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2020K3";28.4;.;100.0
"KRAFTINTENSIV INDUSTRI";"2020K4";28.3;.;100.0
"KRAFTINTENSIV INDUSTRI";"2021K1";33.5;.;100.0
"KRAFTINTENSIV INDUSTRI";"2021K2";32.4;.;100.0
"KRAFTINTENSIV INDUSTRI";"2021K3";38.2;.;100.0
"KRAFTINTENSIV INDUSTRI";"2021K4";46.9;.;100.0
"KRAFTINTENSIV INDUSTRI";"2022K1";43.0;.;100.0
"KRAFTINTENSIV INDUSTRI";"2022K2";45.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2022K3";62.1;.;100.0
"KRAFTINTENSIV INDUSTRI";"2022K4";50.0;.;100.0
"KRAFTINTENSIV INDUSTRI";"2023K1";49.7;.;100.0
"KRAFTINTENSIV INDUSTRI";"2023K2";46.8;.;100.0
"KRAFTINTENSIV INDUSTRI";"2023K3";41.1;.;100.0
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K1";28.6;.;95.1
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K2";23.3;.;96.3
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K3";:;.;95.9
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K4";26.9;.;95.2
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K1";:;.;95.6
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K2";:;.;97.2
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K3";:;.;97.4
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K4";29.1;.;96.6
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K1";:;.;95.6
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K3";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K4";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2023K1";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2023K2";:;.;:
"Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2023K3";:;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K1";30.1;.;4.9
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K2";22.6;.;3.7
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K3";15.9;.;4.1
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K4";30.0;.;4.8
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K1";33.9;.;4.4
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K2";30.2;.;2.8
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K3";30.0;.;2.6
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K4";30.2;.;3.4
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K1";26.2;.;4.4
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K2";22.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K3";28.2;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K4";26.6;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K1";25.1;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K2";19.3;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K3";14.6;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K4";21.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K1";23.8;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K2";24.5;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K3";24.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K4";33.8;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K1";29.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K2";27.7;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K3";25.4;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K4";29.7;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K1";36.7;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K2";37.8;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K3";48.1;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K4";45.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K1";45.8;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K2";36.0;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K3";33.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K4";39.2;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K1";15.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K2";6.2;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K3";5.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K4";12.3;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K1";42.7;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K2";39.4;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K3";64.4;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K4";88.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K1";81.8;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K2";83.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K3";152.9;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K4";103.7;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2023K1";74.7;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2023K2";53.3;.;:
"Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2023K3";31.5;.;:
